date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:44:44	685/685	---M-Z	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d-gzip%22	http://hdinvesting.cn/?feed=rss2&p=65	C:/My%20Websites/http___hdinvesting.cn_/hdinvesting.cn/indexa9d6.html	(from http://hdinvesting.cn/?p=65)
08:44:44	2687/2687	---M-Z	200	added ('OK')	text/xml	date:Tue,%2009%20Oct%202018%2000:44:43%20GMT	http://hdinvesting.cn/?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fhdinvesting.cn%2F%3Fp%3D65&format=xml	C:/My%20Websites/http___hdinvesting.cn_/hdinvesting.cn/index6d01.html	(from http://hdinvesting.cn/?p=65)
08:44:44	19817/19817	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Oct%202018%2000:44:43%20GMT	http://hdinvesting.cn/?cat=1	C:/My%20Websites/http___hdinvesting.cn_/hdinvesting.cn/indexb31a.html	(from http://hdinvesting.cn/?p=65)
08:44:44	5017/5017	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a9db49ba9cd6ce4305ef6091f2cd4dad-gzip%22	http://hdinvesting.cn/?feed=rss2&author=1	C:/My%20Websites/http___hdinvesting.cn_/hdinvesting.cn/index78a0.html	(from http://hdinvesting.cn/?author=1)
08:44:44	2484/2484	---M--	200	added ('OK')	application/json	date:Tue,%2009%20Oct%202018%2000:44:44%20GMT	http://hdinvesting.cn/?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fhdinvesting.cn%2F%3Fp%3D63	C:/My%20Websites/http___hdinvesting.cn_/hdinvesting.cn/indexdd09.html	(from http://hdinvesting.cn/?p=63)
08:44:44	685/685	---M-Z	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d-gzip%22	http://hdinvesting.cn/?feed=rss2&p=63	C:/My%20Websites/http___hdinvesting.cn_/hdinvesting.cn/indexca77.html	(from http://hdinvesting.cn/?p=63)
08:44:45	2690/2690	---M-Z	200	added ('OK')	text/xml	date:Tue,%2009%20Oct%202018%2000:44:44%20GMT	http://hdinvesting.cn/?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fhdinvesting.cn%2F%3Fp%3D63&format=xml	C:/My%20Websites/http___hdinvesting.cn_/hdinvesting.cn/indexb359.html	(from http://hdinvesting.cn/?p=63)
08:44:45	692/692	---M-Z	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d-gzip%22	http://hdinvesting.cn/?feed=rss2&p=1	C:/My%20Websites/http___hdinvesting.cn_/hdinvesting.cn/indexe539.html	(from http://hdinvesting.cn/?p=1)
08:44:45	2535/2535	---M--	200	added ('OK')	application/json	date:Tue,%2009%20Oct%202018%2000:44:44%20GMT	http://hdinvesting.cn/?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fhdinvesting.cn%2F%3Fp%3D1	C:/My%20Websites/http___hdinvesting.cn_/hdinvesting.cn/index3dec.html	(from http://hdinvesting.cn/?p=1)
08:44:45	2759/2759	---M-Z	200	added ('OK')	text/xml	date:Tue,%2009%20Oct%202018%2000:44:45%20GMT	http://hdinvesting.cn/?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fhdinvesting.cn%2F%3Fp%3D1&format=xml	C:/My%20Websites/http___hdinvesting.cn_/hdinvesting.cn/indexc761.html	(from http://hdinvesting.cn/?p=1)
08:44:45	5028/5028	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a9db49ba9cd6ce4305ef6091f2cd4dad-gzip%22	http://hdinvesting.cn/?feed=rss2&cat=1	C:/My%20Websites/http___hdinvesting.cn_/hdinvesting.cn/index7e31.html	(from http://hdinvesting.cn/?cat=1)
